#Ensembl Gene ID,Ensembl Transcript ID,Associated Gene Name,Chromosome Name,Strand,Transcription Start Site (TSS),APPRIS principal isoform annotation
ENSMUSG00000023150,ENSMUST00000023918,Ivns1abp,1,1,151344477,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024896,ENSMUST00000025827,Minpp1,19,1,32485769,APPRIS principal isoform [04-11-2014]
ENSMUSG00000071065,ENSMUST00000095245,Olfr806,10,-1,129738915,APPRIS principal isoform [04-11-2014]
ENSMUSG00000027778,ENSMUST00000029347,Ift80,3,-1,68994537,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021765,ENSMUST00000022287,Fst,13,-1,114458730,APPRIS principal isoform [04-11-2014]
ENSMUSG00000027778,ENSMUST00000169064,Ift80,3,-1,69004570,APPRIS principal isoform [04-11-2014]
ENSMUSG00000001948,ENSMUST00000002013,Spa17,9,-1,37613720,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020163,ENSMUST00000020372,Uqcr11,10,-1,80406830,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019756,ENSMUST00000006664,Prl8a1,13,-1,27582171,APPRIS principal isoform [04-11-2014]
ENSMUSG00000006651,ENSMUST00000006828,Aplp1,7,-1,30445582,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021908,ENSMUST00000022467,Gm6768,12,1,119260934,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024406,ENSMUST00000025271,Pou5f1,17,1,35506018,APPRIS principal isoform [04-11-2014]
ENSMUSG00000060224,ENSMUST00000076505,Pyroxd2,19,-1,42752775,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032103,ENSMUST00000034615,Pus3,9,1,35559460,APPRIS principal isoform [04-11-2014]
ENSMUSG00000052508,ENSMUST00000064392,Olfr536,7,-1,140507318,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024962,ENSMUST00000130048,Vegfb,19,-1,6987629,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030787,ENSMUST00000033050,Lyve1,7,-1,110862953,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019809,ENSMUST00000019945,Pex3,10,-1,13553139,APPRIS principal isoform [04-11-2014]
ENSMUSG00000050766,ENSMUST00000049559,Ear14,14,1,51203689,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020808,ENSMUST00000021164,Fam64a,11,1,72042455,APPRIS principal isoform [04-11-2014]
ENSMUSG00000067522,ENSMUST00000087822,Olfr76,19,-1,12120700,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037033,ENSMUST00000159989,Clca4,3,-1,144849357,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028644,ENSMUST00000138395,Ermap,4,-1,119190011,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078177,ENSMUST00000104977,Gm4877,6,-1,42520325,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095696,ENSMUST00000076508,Olfr786,10,1,129436814,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030889,ENSMUST00000167213,Vwa3a,7,1,120740047,APPRIS principal isoform [04-11-2014]
ENSMUSG00000086228,ENSMUST00000147185,Ubap1l,9,1,65361060,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030889,ENSMUST00000166668,Vwa3a,7,1,120740047,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019261,ENSMUST00000019405,Map1s,8,1,70905974,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026074,ENSMUST00000195259,Map4k4,1,1,39901180,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043705,ENSMUST00000095208,Capn13,17,-1,73399296,APPRIS principal isoform [04-11-2014]
ENSMUSG00000072972,ENSMUST00000085319,Adam4,12,-1,81421946,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030889,ENSMUST00000033180,Vwa3a,7,1,120739557,APPRIS principal isoform [04-11-2014]
ENSMUSG00000069294,ENSMUST00000091734,Vmn1r197,13,1,22327911,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078169,ENSMUST00000104970,Gm16499,6,1,53819975,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029998,ENSMUST00000032065,Pcyox1,6,-1,86397150,APPRIS principal isoform [04-11-2014]
ENSMUSG00000047787,ENSMUST00000113383,Flrt1,19,-1,7105729,APPRIS principal isoform [04-11-2014]
ENSMUSG00000074919,ENSMUST00000099552,Gm10787,10,1,77011995,APPRIS principal isoform [04-11-2014]
ENSMUSG00000048745,ENSMUST00000059244,Olfr820,10,1,130017301,APPRIS principal isoform [04-11-2014]
ENSMUSG00000075220,ENSMUST00000099926,Olfr993,2,-1,85414877,APPRIS principal isoform [04-11-2014]
ENSMUSG00000001995,ENSMUST00000108775,Sipa1l2,8,-1,125492710,APPRIS principal isoform [04-11-2014]
ENSMUSG00000100729,ENSMUST00000189451,Gm29010,2,1,128458737,APPRIS principal isoform [04-11-2014]
ENSMUSG00000063762,ENSMUST00000070991,Tas2r129,6,1,132951102,APPRIS principal isoform [04-11-2014]
ENSMUSG00000096533,ENSMUST00000179125,Gm21852,Y,-1,40651996,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062037,ENSMUST00000079736,Olfr285,15,-1,98313548,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073001,ENSMUST00000101282,Cylc1,X,1,111110458,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019942,ENSMUST00000020099,Cdk1,10,-1,69352938,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073111,ENSMUST00000101461,Olfr446,6,1,42927233,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019942,ENSMUST00000119827,Cdk1,10,-1,69352903,APPRIS principal isoform [04-11-2014]
ENSMUSG00000063780,ENSMUST00000075851,Olfr282,15,1,98437470,APPRIS principal isoform [04-11-2014]
ENSMUSG00000068259,ENSMUST00000089490,Olfr461,6,-1,40544977,APPRIS principal isoform [04-11-2014]
ENSMUSG00000051160,ENSMUST00000058296,Olfr853,9,-1,19537928,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021704,ENSMUST00000076169,Mtx3,13,1,92844787,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025333,ENSMUST00000026383,Gpr143,X,1,152781986,APPRIS principal isoform [04-11-2014]
ENSMUSG00000050370,ENSMUST00000050562,Ch25h,19,-1,34475135,APPRIS principal isoform [04-11-2014]
ENSMUSG00000014503,ENSMUST00000166156,Pkd2l2,18,1,34409423,APPRIS principal isoform [04-11-2014]
ENSMUSG00000014503,ENSMUST00000014647,Pkd2l2,18,1,34409423,APPRIS principal isoform [04-11-2014]
ENSMUSG00000054136,ENSMUST00000066991,Adm2,15,1,89322972,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042492,ENSMUST00000120705,Tbc1d10b,7,-1,127208468,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073110,ENSMUST00000095955,Olfr444,6,1,42955459,APPRIS principal isoform [04-11-2014]
ENSMUSG00000058628,ENSMUST00000080634,Olfr875,9,1,37772637,APPRIS principal isoform [04-11-2014]
ENSMUSG00000047104,ENSMUST00000050471,Pbp2,6,-1,135310347,APPRIS principal isoform [04-11-2014]
ENSMUSG00000071362,ENSMUST00000072014,Gm10330,12,-1,23780265,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095677,ENSMUST00000179554,Dynlt1f,17,-1,6655939,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043639,ENSMUST00000164202,Rbm20,19,1,53677306,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022412,ENSMUST00000023048,Mief1,15,1,80234080,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022412,ENSMUST00000166030,Mief1,15,1,80234108,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024805,ENSMUST00000071267,Pcgf5,19,1,36379067,APPRIS principal isoform [04-11-2014]
ENSMUSG00000079562,ENSMUST00000114449,Maea,5,1,33335572,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024805,ENSMUST00000062389,Pcgf5,19,1,36409748,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042532,ENSMUST00000122375,Golga7b,19,1,42247574,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042532,ENSMUST00000087123,Golga7b,19,1,42255739,APPRIS principal isoform [04-11-2014]
ENSMUSG00000035451,ENSMUST00000044380,Foxa1,12,-1,57546121,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029725,ENSMUST00000031739,Ppp1r35,5,1,137778904,APPRIS principal isoform [04-11-2014]
ENSMUSG00000050251,ENSMUST00000059891,Olfr809,10,1,129775827,APPRIS principal isoform [04-11-2014]
ENSMUSG00000039509,ENSMUST00000044795,Nup133,8,-1,123949265,APPRIS principal isoform [04-11-2014]
ENSMUSG00000016940,ENSMUST00000103035,Kctd2,11,1,115420128,APPRIS principal isoform [04-11-2014]
ENSMUSG00000094900,ENSMUST00000179788,Chdc2,X,-1,79434418,APPRIS principal isoform [04-11-2014]
ENSMUSG00000096107,ENSMUST00000179981,Gm16505,13,1,3361029,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036894,ENSMUST00000049064,Rap2b,3,1,61361638,APPRIS principal isoform [04-11-2014]
ENSMUSG00000040820,ENSMUST00000163193,Hlcs,16,-1,94313563,APPRIS principal isoform [04-11-2014]
ENSMUSG00000040820,ENSMUST00000099512,Hlcs,16,-1,94287856,APPRIS principal isoform [04-11-2014]
ENSMUSG00000060487,ENSMUST00000100070,Samd5,10,-1,9675208,APPRIS principal isoform [04-11-2014]
ENSMUSG00000060187,ENSMUST00000073834,Lrrc10,10,1,117045341,APPRIS principal isoform [04-11-2014]
ENSMUSG00000103104,ENSMUST00000024620,Riok2,17,1,17374332,APPRIS principal isoform [04-11-2014]
ENSMUSG00000039783,ENSMUST00000040250,Kmo,1,1,175631996,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022175,ENSMUST00000022782,Lrp10,14,1,54464164,APPRIS principal isoform [04-11-2014]
ENSMUSG00000048368,ENSMUST00000065494,Omd,13,1,49582766,APPRIS principal isoform [04-11-2014]
ENSMUSG00000015575,ENSMUST00000015719,Atp6v0e,17,1,26676396,APPRIS principal isoform [04-11-2014]
ENSMUSG00000015575,ENSMUST00000167352,Atp6v0e,17,1,26676412,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042340,ENSMUST00000047393,Ctf1,7,1,127712736,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032399,ENSMUST00000034966,Rpl4,9,1,64173387,APPRIS principal isoform [04-11-2014]
ENSMUSG00000091964,ENSMUST00000164203,BC037034,5,-1,138263994,APPRIS principal isoform [04-11-2014]
ENSMUSG00000044897,ENSMUST00000054364,Olfr821,10,1,130033628,APPRIS principal isoform [04-11-2014]
ENSMUSG00000046908,ENSMUST00000057569,Ltb4r1,14,1,55765962,APPRIS principal isoform [04-11-2014]
ENSMUSG00000034774,ENSMUST00000054128,Dsg1c,18,1,20247340,APPRIS principal isoform [04-11-2014]
ENSMUSG00000074207,ENSMUST00000004232,Adh1,3,1,138277494,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062127,ENSMUST00000077548,Cttnbp2nl,3,-1,105053146,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020573,ENSMUST00000053215,Pik3cg,12,-1,32208659,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062127,ENSMUST00000098763,Cttnbp2nl,3,-1,105052953,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020573,ENSMUST00000085469,Pik3cg,12,-1,32208470,APPRIS principal isoform [04-11-2014]
ENSMUSG00000049625,ENSMUST00000169652,Tifab,13,-1,56178885,APPRIS principal isoform [04-11-2014]
ENSMUSG00000038092,ENSMUST00000044094,Hsd3b5,3,-1,98630309,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037343,ENSMUST00000041733,Taf2,15,-1,55072152,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095809,ENSMUST00000099616,Olfr1290,2,-1,111490156,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019139,ENSMUST00000019283,Isyna1,8,1,70594481,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062949,ENSMUST00000033480,Atp11c,X,-1,60403981,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022991,ENSMUST00000023726,Lalba,15,-1,98482683,APPRIS principal isoform [04-11-2014]
ENSMUSG00000034574,ENSMUST00000085299,Daam1,12,1,71831078,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073090,ENSMUST00000101425,Gm7932,6,1,48860356,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022408,ENSMUST00000023044,Fam83f,15,1,80671847,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024982,ENSMUST00000076891,Zdhhc6,19,-1,55316032,APPRIS principal isoform [04-11-2014]
ENSMUSG00000004054,ENSMUST00000004156,Map3k11,19,1,5689131,APPRIS principal isoform [04-11-2014]
ENSMUSG00000075286,ENSMUST00000100016,Gm1968,16,-1,29962307,APPRIS principal isoform [04-11-2014]
ENSMUSG00000049028,ENSMUST00000053919,Olfr873,9,1,20300129,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032563,ENSMUST00000035177,Mrpl3,9,1,105053239,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020607,ENSMUST00000020926,Fam84a,12,-1,14152038,APPRIS principal isoform [04-11-2014]
ENSMUSG00000063867,ENSMUST00000078171,Olfr1511,14,-1,52390771,APPRIS principal isoform [04-11-2014]
ENSMUSG00000056961,ENSMUST00000071425,Olfr919,9,-1,38698376,APPRIS principal isoform [04-11-2014]
ENSMUSG00000074887,ENSMUST00000163106,EU599041,7,1,43223575,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028889,ENSMUST00000102628,Yrdc,4,1,124850679,APPRIS principal isoform [04-11-2014]
ENSMUSG00000074564,ENSMUST00000099050,Gm10720,9,1,3015654,APPRIS principal isoform [04-11-2014]
ENSMUSG00000047904,ENSMUST00000146390,Sstr2,11,1,113619342,APPRIS principal isoform [04-11-2014]
ENSMUSG00000018572,ENSMUST00000018716,Phf23,11,1,69995777,APPRIS principal isoform [04-11-2014]
ENSMUSG00000060335,ENSMUST00000072993,Olfr384,11,1,73602582,APPRIS principal isoform [04-11-2014]
ENSMUSG00000041707,ENSMUST00000039191,1810011H11Rik,14,1,32785963,APPRIS principal isoform [04-11-2014]
ENSMUSG00000038555,ENSMUST00000043484,Reep2,18,1,34840589,APPRIS principal isoform [04-11-2014]
ENSMUSG00000091034,ENSMUST00000164471,Gm17660,5,-1,104077608,APPRIS principal isoform [04-11-2014]
ENSMUSG00000091034,ENSMUST00000178967,Gm17660,5,-1,104077608,APPRIS principal isoform [04-11-2014]
ENSMUSG00000040284,ENSMUST00000015578,Gzmg,14,-1,56159579,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020630,ENSMUST00000020959,Rnaseh1,12,1,28649602,APPRIS principal isoform [04-11-2014]
ENSMUSG00000050198,ENSMUST00000063031,Olfr768,10,-1,129093972,APPRIS principal isoform [04-11-2014]
ENSMUSG00000048067,ENSMUST00000051982,Olfr1349,7,-1,6515449,APPRIS principal isoform [04-11-2014]
ENSMUSG00000075219,ENSMUST00000099925,Olfr994,2,-1,85430827,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021640,ENSMUST00000022142,Naip1,13,-1,100446406,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078688,ENSMUST00000074700,Mup2,4,-1,60139897,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025257,ENSMUST00000026288,Ribc1,X,-1,152016295,APPRIS principal isoform [04-11-2014]
ENSMUSG00000058351,ENSMUST00000049732,Smim4,14,-1,31128930,APPRIS principal isoform [04-11-2014]
ENSMUSG00000058013,ENSMUST00000074733,Sept11,5,1,93093457,APPRIS principal isoform [04-11-2014]
ENSMUSG00000057564,ENSMUST00000111542,Olfr1508,14,-1,52467461,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078688,ENSMUST00000107490,Mup2,4,-1,60139857,APPRIS principal isoform [04-11-2014]
ENSMUSG00000027925,ENSMUST00000029533,Sprr2j-ps,3,1,92418082,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061614,ENSMUST00000071259,Olfr845,9,1,19338459,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029168,ENSMUST00000114729,Dpysl5,5,1,30711564,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031962,ENSMUST00000034443,Cdh15,8,1,122848374,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029168,ENSMUST00000088081,Dpysl5,5,1,30711894,APPRIS principal isoform [04-11-2014]
ENSMUSG00000038910,ENSMUST00000043938,Plcl2,17,1,50509547,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032126,ENSMUST00000077353,Hmbs,9,-1,44344228,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024578,ENSMUST00000025471,Il17b,18,1,61687935,APPRIS principal isoform [04-11-2014]
ENSMUSG00000059821,ENSMUST00000079620,Olfr847,9,-1,19375879,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021782,ENSMUST00000090398,Dlg5,14,-1,24245920,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062148,ENSMUST00000169070,Ear6,14,1,51853699,APPRIS principal isoform [04-11-2014]
ENSMUSG00000091514,ENSMUST00000167899,Gm17484,8,1,25754509,APPRIS principal isoform [04-11-2014]
ENSMUSG00000049164,ENSMUST00000050092,Zfp518a,19,1,40894705,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042688,ENSMUST00000049355,Mapk6,9,-1,75410005,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062148,ENSMUST00000074477,Ear6,14,1,51853768,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042688,ENSMUST00000168937,Mapk6,9,-1,75409359,APPRIS principal isoform [04-11-2014]
ENSMUSG00000049926,ENSMUST00000062124,Olfr921,9,1,38773088,APPRIS principal isoform [04-11-2014]
ENSMUSG00000060708,ENSMUST00000071949,Bloc1s4,5,-1,36748679,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022075,ENSMUST00000022665,Rhobtb2,14,-1,69805530,APPRIS principal isoform [04-11-2014]
ENSMUSG00000052075,ENSMUST00000091377,1700029F12Rik,13,-1,97034362,APPRIS principal isoform [04-11-2014]
ENSMUSG00000033446,ENSMUST00000044405,Lpar6,14,1,73237895,APPRIS principal isoform [04-11-2014]
ENSMUSG00000002409,ENSMUST00000085901,Dyrk1b,7,1,28179469,APPRIS principal isoform [04-11-2014]
ENSMUSG00000094685,ENSMUST00000179862,Gm5900,7,-1,104950441,APPRIS principal isoform [04-11-2014]
ENSMUSG00000002409,ENSMUST00000172467,Dyrk1b,7,1,28180266,APPRIS principal isoform [04-11-2014]
ENSMUSG00000002409,ENSMUST00000173223,Dyrk1b,7,1,28180316,APPRIS principal isoform [04-11-2014]
ENSMUSG00000059481,ENSMUST00000014578,Plg,17,1,12378609,APPRIS principal isoform [04-11-2014]
ENSMUSG00000066905,ENSMUST00000086482,Olfr860,9,-1,19849747,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028672,ENSMUST00000030432,Hmgcl,4,1,135946448,APPRIS principal isoform [04-11-2014]
ENSMUSG00000002326,ENSMUST00000002397,Gmpr2,14,1,55672235,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028007,ENSMUST00000029639,Snx7,3,-1,117868936,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042243,ENSMUST00000026078,BC051665,13,-1,60786364,APPRIS principal isoform [04-11-2014]
ENSMUSG00000002228,ENSMUST00000002298,Ppm1j,3,1,104781056,APPRIS principal isoform [04-11-2014]
ENSMUSG00000102078,ENSMUST00000099614,Olfr1294,2,-1,111538287,APPRIS principal isoform [04-11-2014]
ENSMUSG00000045975,ENSMUST00000170757,C2cd2,16,-1,97922633,APPRIS principal isoform [04-11-2014]
ENSMUSG00000052727,ENSMUST00000064762,Map1b,13,-1,99516602,APPRIS principal isoform [04-11-2014]
ENSMUSG00000044162,ENSMUST00000114236,Tnip3,6,1,65590398,APPRIS principal isoform [04-11-2014]
ENSMUSG00000063116,ENSMUST00000052254,Olfr410,11,-1,74335229,APPRIS principal isoform [04-11-2014]
ENSMUSG00000074797,ENSMUST00000103193,Itpa,2,1,130667610,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095078,ENSMUST00000177881,Gm5866,5,1,52582320,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061479,ENSMUST00000122202,Snrpa,7,-1,27196245,APPRIS principal isoform [04-11-2014]
ENSMUSG00000046088,ENSMUST00000055305,Gm9805,17,1,22689771,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061479,ENSMUST00000080356,Snrpa,7,-1,27196271,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061479,ENSMUST00000163311,Snrpa,7,-1,27195760,APPRIS principal isoform [04-11-2014]
ENSMUSG00000048197,ENSMUST00000052300,Olfr1153,2,1,87896177,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024960,ENSMUST00000025912,Plcb3,19,-1,6969759,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021795,ENSMUST00000077136,Sftpd,14,-1,41185198,APPRIS principal isoform [04-11-2014]
ENSMUSG00000092157,ENSMUST00000171515,Gm17268,11,-1,82038562,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062694,ENSMUST00000075477,Cav3,6,1,112459501,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042417,ENSMUST00000038404,Ccno,13,1,112987802,APPRIS principal isoform [04-11-2014]
ENSMUSG00000063535,ENSMUST00000032622,Zfp773,7,-1,7136755,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029120,ENSMUST00000031003,Ppp2r2c,5,1,36868513,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043811,ENSMUST00000059589,Rtn4r,16,1,18127642,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021713,ENSMUST00000022226,Ppwd1,13,-1,104228844,APPRIS principal isoform [04-11-2014]
ENSMUSG00000045455,ENSMUST00000052902,Gm9797,10,1,11609257,APPRIS principal isoform [04-11-2014]
ENSMUSG00000090673,ENSMUST00000172371,Gm340,19,1,41582370,APPRIS principal isoform [04-11-2014]
ENSMUSG00000027230,ENSMUST00000028663,Creb3l1,2,-1,92024502,APPRIS principal isoform [04-11-2014]
ENSMUSG00000054499,ENSMUST00000058702,Dedd2,7,-1,25219859,APPRIS principal isoform [04-11-2014]
ENSMUSG00000038485,ENSMUST00000045540,Socs7,11,1,97362551,APPRIS principal isoform [04-11-2014]
ENSMUSG00000091285,ENSMUST00000171339,Gm17430,18,-1,9726670,APPRIS principal isoform [04-11-2014]
ENSMUSG00000046006,ENSMUST00000058806,Gapt,13,-1,110357172,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073959,ENSMUST00000098210,Olfr584,7,1,103085520,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037148,ENSMUST00000076316,Arhgap10,8,-1,77517907,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073043,ENSMUST00000101351,Atoh1,6,1,64729146,APPRIS principal isoform [04-11-2014]
ENSMUSG00000023159,ENSMUST00000075934,Psg29,7,1,17203477,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020921,ENSMUST00000021296,Tmem101,11,-1,102156404,APPRIS principal isoform [04-11-2014]
ENSMUSG00000039347,ENSMUST00000040361,Atp6v0e2,6,1,48537569,APPRIS principal isoform [04-11-2014]
ENSMUSG00000009035,ENSMUST00000074991,Tmem184b,15,-1,79403303,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022205,ENSMUST00000022816,Sub1,15,-1,11996058,APPRIS principal isoform [04-11-2014]
ENSMUSG00000009035,ENSMUST00000178522,Tmem184b,15,-1,79402919,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062105,ENSMUST00000073320,Olfr183,16,1,58995404,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022205,ENSMUST00000110504,Sub1,15,-1,11996983,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026504,ENSMUST00000027785,Sdccag8,1,1,176814660,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037111,ENSMUST00000037141,Setd7,3,-1,51560879,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026278,ENSMUST00000027499,Bok,1,1,93685660,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029860,ENSMUST00000070635,Zyx,6,1,42349828,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029860,ENSMUST00000164375,Zyx,6,1,42350058,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061559,ENSMUST00000051822,Wdr61,9,-1,54734517,APPRIS principal isoform [04-11-2014]
ENSMUSG00000027868,ENSMUST00000029462,Tbx15,3,1,99253760,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061559,ENSMUST00000121204,Wdr61,9,-1,54734519,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036231,ENSMUST00000042101,Agr3,12,1,35925620,APPRIS principal isoform [04-11-2014]
ENSMUSG00000075091,ENSMUST00000099784,Olfr1233,2,-1,89340300,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043418,ENSMUST00000057176,Lrit2,14,1,37068049,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078606,ENSMUST00000106766,Gm4070,7,-1,105953940,APPRIS principal isoform [04-11-2014]
ENSMUSG00000040414,ENSMUST00000046038,Slc25a28,19,-1,43674881,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078606,ENSMUST00000176467,Gm4070,7,-1,105953958,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021262,ENSMUST00000021689,Evl,12,1,108554720,APPRIS principal isoform [04-11-2014]
ENSMUSG00000101322,ENSMUST00000111004,Olfr1295,2,-1,111565442,APPRIS principal isoform [04-11-2014]
ENSMUSG00000015027,ENSMUST00000015171,Galns,8,-1,122611487,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037973,ENSMUST00000044729,Ccdc129,6,1,55836895,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031536,ENSMUST00000033938,Polb,8,-1,22653437,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030605,ENSMUST00000107409,Mfge8,7,-1,79149060,APPRIS principal isoform [04-11-2014]
ENSMUSG00000017299,ENSMUST00000017443,Dnttip1,2,1,164745983,APPRIS principal isoform [04-11-2014]
ENSMUSG00000067541,ENSMUST00000091791,A630073D07Rik,6,-1,132627511,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078677,ENSMUST00000107486,Gm10974,7,1,66365905,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029810,ENSMUST00000166247,Tmem176b,6,-1,48841374,APPRIS principal isoform [04-11-2014]
ENSMUSG00000054072,ENSMUST00000066912,Iigp1,18,1,60376029,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029810,ENSMUST00000101429,Tmem176b,6,-1,48841117,APPRIS principal isoform [04-11-2014]
ENSMUSG00000054072,ENSMUST00000032473,Iigp1,18,1,60376029,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029810,ENSMUST00000164733,Tmem176b,6,-1,48840988,APPRIS principal isoform [04-11-2014]
ENSMUSG00000062892,ENSMUST00000082006,Olfr1450,19,1,12953591,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019235,ENSMUST00000019379,Rps6kl1,12,-1,85151264,APPRIS principal isoform [04-11-2014]
ENSMUSG00000023932,ENSMUST00000024727,Cdc5l,17,-1,45433707,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030317,ENSMUST00000032462,Timp4,6,-1,115251849,APPRIS principal isoform [04-11-2014]
ENSMUSG00000071266,ENSMUST00000120222,Zfp946,17,1,22424259,APPRIS principal isoform [04-11-2014]
