#Ensembl Gene ID,Ensembl Transcript ID,Associated Gene Name,Chromosome Name,Strand,Transcription Start Site (TSS),APPRIS principal isoform annotation
ENSG00000197415,ENST00000362010,VEPH1,3,-1,157503427,APPRIS principal isoform [04-11-2014]
ENSG00000145861,ENST00000393975,C1QTNF2,5,-1,160370641,APPRIS principal isoform [04-11-2014]
ENSG00000111752,ENST00000544916,PHC1,12,1,8914741,APPRIS principal isoform [04-11-2014]
ENSG00000157087,ENST00000360273,ATP2B2,3,-1,10505584,APPRIS principal isoform [04-11-2014]
ENSG00000009335,ENST00000348165,UBE3C,7,1,157138913,APPRIS principal isoform [04-11-2014]
ENSG00000115365,ENST00000450366,LANCL1,2,-1,210476767,APPRIS principal isoform [04-11-2014]
ENSG00000197415,ENST00000392832,VEPH1,3,-1,157499554,APPRIS principal isoform [04-11-2014]
ENSG00000081320,ENST00000263955,STK17B,2,-1,196171575,APPRIS principal isoform [04-11-2014]
ENSG00000178860,ENST00000325509,MSC,8,-1,71844468,APPRIS principal isoform [04-11-2014]
ENSG00000115365,ENST00000233714,LANCL1,2,-1,210476705,APPRIS principal isoform [04-11-2014]
ENSG00000110090,ENST00000265641,CPT1A,11,-1,68841916,APPRIS principal isoform [04-11-2014]
ENSG00000131373,ENST00000321169,HACL1,3,-1,15601831,APPRIS principal isoform [04-11-2014]
ENSG00000081320,ENST00000409228,STK17B,2,-1,196176503,APPRIS principal isoform [04-11-2014]
ENSG00000115365,ENST00000431941,LANCL1,2,-1,210476775,APPRIS principal isoform [04-11-2014]
ENSG00000110090,ENST00000539743,CPT1A,11,-1,68815503,APPRIS principal isoform [04-11-2014]
ENSG00000124785,ENST00000244766,NRN1,6,-1,6006967,APPRIS principal isoform [04-11-2014]
ENSG00000117133,ENST00000370654,RPF1,1,1,84479267,APPRIS principal isoform [04-11-2014]
ENSG00000196860,ENST00000360945,TOMM20L,14,1,58395916,APPRIS principal isoform [04-11-2014]
ENSG00000112697,ENST00000230461,TMEM30A,6,-1,75284968,APPRIS principal isoform [04-11-2014]
ENSG00000054179,ENST00000355097,ENTPD2,9,-1,137054045,APPRIS principal isoform [04-11-2014]
ENSG00000006606,ENST00000005180,CCL26,7,-1,75772257,APPRIS principal isoform [04-11-2014]
ENSG00000124785,ENST00000616243,NRN1,6,-1,6007605,APPRIS principal isoform [04-11-2014]
ENSG00000033178,ENST00000322244,UBA6,4,-1,67701179,APPRIS principal isoform [04-11-2014]
ENSG00000006606,ENST00000394905,CCL26,7,-1,75789896,APPRIS principal isoform [04-11-2014]
ENSG00000154760,ENST00000285013,SLFN13,17,-1,35448837,APPRIS principal isoform [04-11-2014]
ENSG00000158516,ENST00000222481,CPA2,7,1,130266827,APPRIS principal isoform [04-11-2014]
ENSG00000143171,ENST00000359842,RXRG,1,-1,165445196,APPRIS principal isoform [04-11-2014]
ENSG00000063660,ENST00000264039,GPC1,2,1,240435671,APPRIS principal isoform [04-11-2014]
ENSG00000154760,ENST00000526861,SLFN13,17,-1,35448782,APPRIS principal isoform [04-11-2014]
ENSG00000211934,ENST00000390594,IGHV1-2,14,-1,105987083,APPRIS principal isoform [04-11-2014]
ENSG00000189127,ENST00000338682,ANKRD34B,5,-1,80570488,APPRIS principal isoform [04-11-2014]
ENSG00000159899,ENST00000342694,NPR2,9,1,35792154,APPRIS principal isoform [04-11-2014]
ENSG00000079112,ENST00000027335,CDH17,8,-1,94208587,APPRIS principal isoform [04-11-2014]
ENSG00000138303,ENST00000394919,ASCC1,10,-1,72216109,APPRIS principal isoform [04-11-2014]
ENSG00000205609,ENST00000380876,EIF3CL,16,-1,28403879,APPRIS principal isoform [04-11-2014]
ENSG00000102786,ENST00000311234,INTS6,13,-1,51452998,APPRIS principal isoform [04-11-2014]
ENSG00000198373,ENST00000359154,WWP2,16,1,69762306,APPRIS principal isoform [04-11-2014]
ENSG00000137806,ENST00000260361,NDUFAF1,15,-1,41402444,APPRIS principal isoform [04-11-2014]
ENSG00000275688,ENST00000610751,CCL15-CCL14,17,-1,36001551,APPRIS principal isoform [04-11-2014]
ENSG00000154760,ENST00000533791,SLFN13,17,-1,35446010,APPRIS principal isoform [04-11-2014]
ENSG00000211858,ENST00000390506,TRAJ31,14,1,22510968,APPRIS principal isoform [04-11-2014]
ENSG00000205609,ENST00000398944,EIF3CL,16,-1,28403841,APPRIS principal isoform [04-11-2014]
ENSG00000275688,ENST00000616694,CCL15-CCL14,17,-1,36001621,APPRIS principal isoform [04-11-2014]
ENSG00000079112,ENST00000450165,CDH17,8,-1,94217303,APPRIS principal isoform [04-11-2014]
ENSG00000172671,ENST00000344646,ZFAND4,10,-1,45672348,APPRIS principal isoform [04-11-2014]
ENSG00000211842,ENST00000390490,TRAJ47,14,1,22492851,APPRIS principal isoform [04-11-2014]
ENSG00000212900,ENST00000391587,KRTAP3-2,17,-1,40999894,APPRIS principal isoform [04-11-2014]
ENSG00000160207,ENST00000291560,HSF2BP,21,-1,43659493,APPRIS principal isoform [04-11-2014]
ENSG00000125447,ENST00000537686,GGA3,17,-1,75261804,APPRIS principal isoform [04-11-2014]
ENSG00000163737,ENST00000296029,PF4,4,-1,73982124,APPRIS principal isoform [04-11-2014]
ENSG00000071246,ENST00000167106,VASH1,14,1,76762189,APPRIS principal isoform [04-11-2014]
ENSG00000156042,ENST00000310715,CFAP70,10,-1,73358859,APPRIS principal isoform [04-11-2014]
ENSG00000102878,ENST00000521374,HSF4,16,1,67164812,APPRIS principal isoform [04-11-2014]
ENSG00000112249,ENST00000369162,ASCC3,6,-1,100881364,APPRIS principal isoform [04-11-2014]
ENSG00000173281,ENST00000310455,PPP1R3B,8,-1,9150696,APPRIS principal isoform [04-11-2014]
ENSG00000044574,ENST00000324460,HSPA5,9,-1,125241330,APPRIS principal isoform [04-11-2014]
ENSG00000154760,ENST00000542635,SLFN13,17,-1,35447394,APPRIS principal isoform [04-11-2014]
ENSG00000136696,ENST00000327407,IL36B,2,-1,113052867,APPRIS principal isoform [04-11-2014]
ENSG00000124593,ENST00000335515,PRICKLE4,6,1,41780946,APPRIS principal isoform [04-11-2014]
ENSG00000257921,ENST00000546504,RP11-571M6.15,12,1,57773053,APPRIS principal isoform [04-11-2014]
ENSG00000258973,ENST00000555591,RP11-934B9.3,14,-1,24337382,APPRIS principal isoform [04-11-2014]
ENSG00000173281,ENST00000519699,PPP1R3B,8,-1,9151574,APPRIS principal isoform [04-11-2014]
ENSG00000124593,ENST00000458694,PRICKLE4,6,1,41780762,APPRIS principal isoform [04-11-2014]
ENSG00000279906,ENST00000623963,DKFZP313A047,11,-1,118029863,APPRIS principal isoform [04-11-2014]
ENSG00000156009,ENST00000286482,MAGEA8,X,1,149881195,APPRIS principal isoform [04-11-2014]
ENSG00000278289,ENST00000620654,CT45A6,X,-1,135802656,APPRIS principal isoform [04-11-2014]
ENSG00000159723,ENST00000290953,AGRP,16,-1,67483813,APPRIS principal isoform [04-11-2014]
ENSG00000126653,ENST00000247026,NSRP1,17,1,30116781,APPRIS principal isoform [04-11-2014]
ENSG00000156009,ENST00000535454,MAGEA8,X,1,149881141,APPRIS principal isoform [04-11-2014]
ENSG00000156009,ENST00000542674,MAGEA8,X,1,149881141,APPRIS principal isoform [04-11-2014]
ENSG00000100065,ENST00000403299,CARD10,22,-1,37519542,APPRIS principal isoform [04-11-2014]
ENSG00000278289,ENST00000612878,CT45A6,X,-1,135799001,APPRIS principal isoform [04-11-2014]
ENSG00000175782,ENST00000398004,SLC35E3,12,1,68746106,APPRIS principal isoform [04-11-2014]
ENSG00000124172,ENST00000243997,ATP5E,20,-1,59032382,APPRIS principal isoform [04-11-2014]
ENSG00000124172,ENST00000395663,ATP5E,20,-1,59032292,APPRIS principal isoform [04-11-2014]
ENSG00000182405,ENST00000397766,PGBD4,15,1,34102073,APPRIS principal isoform [04-11-2014]
ENSG00000205560,ENST00000405237,CPT1B,22,-1,50578020,APPRIS principal isoform [04-11-2014]
ENSG00000132541,ENST00000254878,HRSP12,8,-1,98117241,APPRIS principal isoform [04-11-2014]
ENSG00000100065,ENST00000251973,CARD10,22,-1,37519240,APPRIS principal isoform [04-11-2014]
ENSG00000145757,ENST00000316087,SPATA9,5,-1,95682996,APPRIS principal isoform [04-11-2014]
ENSG00000188716,ENST00000338487,DUPD1,10,-1,75058514,APPRIS principal isoform [04-11-2014]
ENSG00000145757,ENST00000274432,SPATA9,5,-1,95682996,APPRIS principal isoform [04-11-2014]
ENSG00000124172,ENST00000395659,ATP5E,20,-1,59032345,APPRIS principal isoform [04-11-2014]
ENSG00000134516,ENST00000256935,DOCK2,5,1,169637247,APPRIS principal isoform [04-11-2014]
ENSG00000107404,ENST00000378888,DVL1,1,-1,1349350,APPRIS principal isoform [04-11-2014]
ENSG00000102119,ENST00000369842,EMD,X,1,154379197,APPRIS principal isoform [04-11-2014]
ENSG00000185090,ENST00000373045,MANEAL,1,1,37793802,APPRIS principal isoform [04-11-2014]
ENSG00000170935,ENST00000509000,NCBP2L,X,1,107777733,APPRIS principal isoform [04-11-2014]
ENSG00000205560,ENST00000312108,CPT1B,22,-1,50578417,APPRIS principal isoform [04-11-2014]
ENSG00000183303,ENST00000329434,OR5P2,11,-1,7796973,APPRIS principal isoform [04-11-2014]
ENSG00000102878,ENST00000264009,HSF4,16,1,67163385,APPRIS principal isoform [04-11-2014]
ENSG00000142937,ENST00000396651,RPS8,1,1,44775437,APPRIS principal isoform [04-11-2014]
ENSG00000086189,ENST00000199320,DIMT1,5,-1,62403933,APPRIS principal isoform [04-11-2014]
ENSG00000205560,ENST00000395650,CPT1B,22,-1,50578455,APPRIS principal isoform [04-11-2014]
ENSG00000182334,ENST00000328375,OR5P3,11,-1,7825972,APPRIS principal isoform [04-11-2014]
ENSG00000116218,ENST00000367615,NPHS2,1,-1,179575933,APPRIS principal isoform [04-11-2014]
ENSG00000154025,ENST00000395645,SLC5A10,17,1,18952188,APPRIS principal isoform [04-11-2014]
ENSG00000261833,ENST00000563764,RP11-58C22.1,16,1,76553417,APPRIS principal isoform [04-11-2014]
ENSG00000150394,ENST00000577390,CDH8,16,-1,62036835,APPRIS principal isoform [04-11-2014]
ENSG00000174502,ENST00000367135,SLC26A9,1,-1,205943460,APPRIS principal isoform [04-11-2014]
ENSG00000211964,ENST00000390624,IGHV3-48,14,-1,106538344,APPRIS principal isoform [04-11-2014]
ENSG00000171136,ENST00000431365,RLN3,19,1,14028148,APPRIS principal isoform [04-11-2014]
ENSG00000213965,ENST00000397061,NUDT19,19,1,32691961,APPRIS principal isoform [04-11-2014]
ENSG00000211925,ENST00000390585,IGHD2-8,14,-1,105907241,APPRIS principal isoform [04-11-2014]
ENSG00000005022,ENST00000317881,SLC25A5,X,1,119468400,APPRIS principal isoform [04-11-2014]
ENSG00000087448,ENST00000381271,KLHL42,12,1,27780020,APPRIS principal isoform [04-11-2014]
ENSG00000237763,ENST00000370083,AMY1A,1,1,103655755,APPRIS principal isoform [04-11-2014]
ENSG00000205560,ENST00000360719,CPT1B,22,-1,50577915,APPRIS principal isoform [04-11-2014]
ENSG00000197121,ENST00000354764,PGAP1,2,-1,196926731,APPRIS principal isoform [04-11-2014]
ENSG00000163138,ENST00000471979,PACRGL,4,1,20696282,APPRIS principal isoform [04-11-2014]
ENSG00000278951,ENST00000623926,AC007557.5,2,1,216863059,APPRIS principal isoform [04-11-2014]
ENSG00000139044,ENST00000266383,B4GALNT3,12,1,460364,APPRIS principal isoform [04-11-2014]
ENSG00000258677,ENST00000358757,RP11-463D19.2,8,-1,73878854,APPRIS principal isoform [04-11-2014]
ENSG00000100335,ENST00000325301,MIEF1,22,1,39502353,APPRIS principal isoform [04-11-2014]
ENSG00000277075,ENST00000303910,HIST1H2AE,6,1,26216975,APPRIS principal isoform [04-11-2014]
ENSG00000100744,ENST00000555181,GSKIP,14,1,96363477,APPRIS principal isoform [04-11-2014]
ENSG00000165584,ENST00000298396,SSX3,X,-1,48356666,APPRIS principal isoform [04-11-2014]
ENSG00000211656,ENST00000390302,IGLV2-33,22,1,22588155,APPRIS principal isoform [04-11-2014]
ENSG00000163138,ENST00000503585,PACRGL,4,1,20700413,APPRIS principal isoform [04-11-2014]
ENSG00000100335,ENST00000404569,MIEF1,22,1,39502377,APPRIS principal isoform [04-11-2014]
ENSG00000116032,ENST00000234389,GRIN3B,19,1,1000419,APPRIS principal isoform [04-11-2014]
ENSG00000100744,ENST00000554182,GSKIP,14,1,96363526,APPRIS principal isoform [04-11-2014]
ENSG00000262246,ENST00000251166,CORO7,16,-1,4416664,APPRIS principal isoform [04-11-2014]
ENSG00000100744,ENST00000556095,GSKIP,14,1,96363557,APPRIS principal isoform [04-11-2014]
ENSG00000268629,ENST00000600991,TEX13A,X,-1,105220674,APPRIS principal isoform [04-11-2014]
ENSG00000054690,ENST00000329153,PLEKHH1,14,1,67533301,APPRIS principal isoform [04-11-2014]
ENSG00000149582,ENST00000313236,TMEM25,11,1,118531209,APPRIS principal isoform [04-11-2014]
ENSG00000175040,ENST00000309575,CHST2,3,1,143119331,APPRIS principal isoform [04-11-2014]
ENSG00000196323,ENST00000357899,ZBTB44,11,-1,130314591,APPRIS principal isoform [04-11-2014]
ENSG00000211800,ENST00000390448,TRAV20,14,1,22040594,APPRIS principal isoform [04-11-2014]
ENSG00000100744,ENST00000438650,GSKIP,14,1,96363452,APPRIS principal isoform [04-11-2014]
ENSG00000268629,ENST00000609007,TEX13A,X,-1,105220674,APPRIS principal isoform [04-11-2014]
ENSG00000243501,ENST00000423730,RP11-257K9.8,6,-1,73263196,APPRIS principal isoform [04-11-2014]
ENSG00000135097,ENST00000257552,MSI1,12,-1,120369180,APPRIS principal isoform [04-11-2014]
ENSG00000039987,ENST00000549706,BEST2,19,1,12751702,APPRIS principal isoform [04-11-2014]
ENSG00000060709,ENST00000261655,RIMBP2,12,-1,130517865,APPRIS principal isoform [04-11-2014]
ENSG00000039987,ENST00000553030,BEST2,19,1,12751802,APPRIS principal isoform [04-11-2014]
ENSG00000039987,ENST00000042931,BEST2,19,1,12752593,APPRIS principal isoform [04-11-2014]
ENSG00000165695,ENST00000298545,AK8,9,-1,132878777,APPRIS principal isoform [04-11-2014]
ENSG00000117318,ENST00000374561,ID3,1,-1,23559794,APPRIS principal isoform [04-11-2014]
ENSG00000128641,ENST00000392318,MYO1B,2,1,191245389,APPRIS principal isoform [04-11-2014]
ENSG00000136940,ENST00000259467,PDCL,9,-1,122828631,APPRIS principal isoform [04-11-2014]
ENSG00000204839,ENST00000398882,MROH6,8,-1,143572971,APPRIS principal isoform [04-11-2014]
ENSG00000128641,ENST00000304164,MYO1B,2,1,191245528,APPRIS principal isoform [04-11-2014]
ENSG00000164953,ENST00000453321,TMEM67,8,1,93754857,APPRIS principal isoform [04-11-2014]
ENSG00000169230,ENST00000303204,PRELID1,5,1,177303774,APPRIS principal isoform [04-11-2014]
ENSG00000196323,ENST00000397753,ZBTB44,11,-1,130314612,APPRIS principal isoform [04-11-2014]
ENSG00000171161,ENST00000306562,ZNF672,1,1,248838280,APPRIS principal isoform [04-11-2014]
ENSG00000163558,ENST00000295797,PRKCI,3,1,170222365,APPRIS principal isoform [04-11-2014]
ENSG00000196715,ENST00000360768,VKORC1L1,7,1,65873267,APPRIS principal isoform [04-11-2014]
ENSG00000129467,ENST00000310677,ADCY4,14,-1,24335071,APPRIS principal isoform [04-11-2014]
ENSG00000177994,ENST00000398634,C2orf73,2,1,54330934,APPRIS principal isoform [04-11-2014]
ENSG00000103111,ENST00000248248,MON1B,16,1,77190919,APPRIS principal isoform [04-11-2014]
ENSG00000221813,ENST00000408922,OR6B1,7,1,144003929,APPRIS principal isoform [04-11-2014]
ENSG00000159228,ENST00000290349,CBR1,21,1,36069941,APPRIS principal isoform [04-11-2014]
ENSG00000181552,ENST00000326783,EDDM3B,14,1,20768427,APPRIS principal isoform [04-11-2014]
ENSG00000172742,ENST00000329328,OR4D9,11,1,59514913,APPRIS principal isoform [04-11-2014]
ENSG00000127419,ENST00000264771,TMEM175,4,1,932387,APPRIS principal isoform [04-11-2014]
ENSG00000165810,ENST00000327705,BTNL9,5,1,181040225,APPRIS principal isoform [04-11-2014]
ENSG00000140943,ENST00000343411,MBTPS1,16,-1,84116906,APPRIS principal isoform [04-11-2014]
ENSG00000159479,ENST00000372457,MED8,1,-1,43389808,APPRIS principal isoform [04-11-2014]
ENSG00000169717,ENST00000378404,ACTRT2,1,1,3021483,APPRIS principal isoform [04-11-2014]
ENSG00000146830,ENST00000275732,GIGYF1,7,-1,100689448,APPRIS principal isoform [04-11-2014]
ENSG00000078747,ENST00000374864,ITCH,20,1,34363235,APPRIS principal isoform [04-11-2014]
ENSG00000156831,ENST00000287437,NSMCE2,8,1,125091853,APPRIS principal isoform [04-11-2014]
ENSG00000148843,ENST00000369797,PDCD11,10,1,103396648,APPRIS principal isoform [04-11-2014]
ENSG00000163257,ENST00000382247,DCAF16,4,-1,17810758,APPRIS principal isoform [04-11-2014]
ENSG00000156831,ENST00000522563,NSMCE2,8,1,125091870,APPRIS principal isoform [04-11-2014]
ENSG00000117632,ENST00000455785,STMN1,1,-1,25906466,APPRIS principal isoform [04-11-2014]
ENSG00000212122,ENST00000390666,TSSK1B,5,-1,113435031,APPRIS principal isoform [04-11-2014]
ENSG00000115966,ENST00000426833,ATF2,2,-1,175168206,APPRIS principal isoform [04-11-2014]
ENSG00000271305,ENST00000604102,IGHD2OR15-2B,15,-1,21015078,APPRIS principal isoform [04-11-2014]
ENSG00000127955,ENST00000351004,GNAI1,7,1,80134788,APPRIS principal isoform [04-11-2014]
ENSG00000129315,ENST00000261900,CCNT1,12,-1,48716898,APPRIS principal isoform [04-11-2014]
ENSG00000165383,ENST00000374160,LRRC18,10,-1,48914232,APPRIS principal isoform [04-11-2014]
ENSG00000169484,ENST00000305045,OR4K14,14,-1,20015193,APPRIS principal isoform [04-11-2014]
ENSG00000185379,ENST00000345365,RAD51D,17,-1,35119869,APPRIS principal isoform [04-11-2014]
ENSG00000165383,ENST00000298124,LRRC18,10,-1,48935190,APPRIS principal isoform [04-11-2014]
ENSG00000163661,ENST00000295927,PTX3,3,1,157436789,APPRIS principal isoform [04-11-2014]
ENSG00000185379,ENST00000394589,RAD51D,17,-1,35120044,APPRIS principal isoform [04-11-2014]
ENSG00000148346,ENST00000373017,LCN2,9,1,128149071,APPRIS principal isoform [04-11-2014]
ENSG00000136381,ENST00000258886,IREB2,15,1,78438189,APPRIS principal isoform [04-11-2014]
ENSG00000125695,ENST00000580553,RP11-51F16.8,17,-1,63752097,APPRIS principal isoform [04-11-2014]
ENSG00000105497,ENST00000262259,ZNF175,19,1,51571298,APPRIS principal isoform [04-11-2014]
ENSG00000117632,ENST00000357865,STMN1,1,-1,25906991,APPRIS principal isoform [04-11-2014]
ENSG00000147588,ENST00000256103,PMP2,8,-1,81447523,APPRIS principal isoform [04-11-2014]
ENSG00000117632,ENST00000374291,STMN1,1,-1,25905128,APPRIS principal isoform [04-11-2014]
ENSG00000078747,ENST00000610336,ITCH,20,1,34393768,APPRIS principal isoform [04-11-2014]
ENSG00000180090,ENST00000323404,OR3A1,17,-1,3292582,APPRIS principal isoform [04-11-2014]
ENSG00000129467,ENST00000554068,ADCY4,14,-1,24335071,APPRIS principal isoform [04-11-2014]
ENSG00000044090,ENST00000265348,CUL7,6,-1,43053699,APPRIS principal isoform [04-11-2014]
ENSG00000078814,ENST00000262873,MYH7B,20,1,34975403,APPRIS principal isoform [04-11-2014]
ENSG00000116062,ENST00000234420,MSH6,2,1,47783082,APPRIS principal isoform [04-11-2014]
ENSG00000117632,ENST00000399728,STMN1,1,-1,25906153,APPRIS principal isoform [04-11-2014]
ENSG00000106410,ENST00000483238,NOBOX,7,-1,144410227,APPRIS principal isoform [04-11-2014]
ENSG00000221882,ENST00000408891,OR3A2,17,-1,3278974,APPRIS principal isoform [04-11-2014]
ENSG00000151365,ENST00000281030,THRSP,11,1,78063861,APPRIS principal isoform [04-11-2014]
ENSG00000129467,ENST00000418030,ADCY4,14,-1,24334747,APPRIS principal isoform [04-11-2014]
ENSG00000204612,ENST00000376708,FOXB2,9,1,77019655,APPRIS principal isoform [04-11-2014]
ENSG00000268614,ENST00000601870,CTD-2207O23.10,19,1,7533595,APPRIS principal isoform [04-11-2014]
ENSG00000147649,ENST00000336273,MTDH,8,1,97644179,APPRIS principal isoform [04-11-2014]
ENSG00000211931,ENST00000390591,IGHD2-2,14,-1,105916856,APPRIS principal isoform [04-11-2014]
ENSG00000094804,ENST00000209728,CDC6,17,1,40287633,APPRIS principal isoform [04-11-2014]
ENSG00000108423,ENST00000592426,TUBD1,17,-1,59891003,APPRIS principal isoform [04-11-2014]
ENSG00000174695,ENST00000502346,TMEM167A,5,-1,83077496,APPRIS principal isoform [04-11-2014]
ENSG00000079101,ENST00000400606,CLUL1,18,1,596998,APPRIS principal isoform [04-11-2014]
ENSG00000239388,ENST00000487349,ASB14,3,-1,57292682,APPRIS principal isoform [04-11-2014]
ENSG00000198088,ENST00000372466,NUP62CL,X,-1,107206433,APPRIS principal isoform [04-11-2014]
ENSG00000211955,ENST00000390615,IGHV3-33,14,-1,106360324,APPRIS principal isoform [04-11-2014]
ENSG00000188883,ENST00000340940,KLRG2,7,-1,139483712,APPRIS principal isoform [04-11-2014]
ENSG00000273976,ENST00000614055,GOLGA6L22,15,-1,23136822,APPRIS principal isoform [04-11-2014]
ENSG00000221836,ENST00000408906,OR2A5,7,1,144050368,APPRIS principal isoform [04-11-2014]
ENSG00000079101,ENST00000338387,CLUL1,18,1,616672,APPRIS principal isoform [04-11-2014]
ENSG00000079101,ENST00000579494,CLUL1,18,1,616718,APPRIS principal isoform [04-11-2014]
ENSG00000078124,ENST00000532485,ACER3,11,1,76860873,APPRIS principal isoform [04-11-2014]
ENSG00000148346,ENST00000277480,LCN2,9,1,128149453,APPRIS principal isoform [04-11-2014]
ENSG00000175215,ENST00000398073,CTDSP2,12,-1,57846739,APPRIS principal isoform [04-11-2014]
ENSG00000182489,ENST00000372956,XKRX,X,-1,100928909,APPRIS principal isoform [04-11-2014]
ENSG00000144771,ENST00000273286,LRTM1,3,-1,54928074,APPRIS principal isoform [04-11-2014]
ENSG00000197157,ENST00000354725,SND1,7,1,127652180,APPRIS principal isoform [04-11-2014]
ENSG00000184216,ENST00000369980,IRAK1,X,-1,154019980,APPRIS principal isoform [04-11-2014]
ENSG00000249437,ENST00000517649,NAIP,5,-1,71024687,APPRIS principal isoform [04-11-2014]
ENSG00000108423,ENST00000325752,TUBD1,17,-1,59892945,APPRIS principal isoform [04-11-2014]
ENSG00000104064,ENST00000380877,GABPB1,15,-1,50355408,APPRIS principal isoform [04-11-2014]
ENSG00000165633,ENST00000332853,VSTM4,10,-1,49115509,APPRIS principal isoform [04-11-2014]
ENSG00000099821,ENST00000588649,POLRMT,19,-1,633604,APPRIS principal isoform [04-11-2014]
ENSG00000214941,ENST00000399277,ZSWIM7,17,-1,15999692,APPRIS principal isoform [04-11-2014]
ENSG00000139946,ENST00000267460,PELI2,14,1,56118375,APPRIS principal isoform [04-11-2014]
ENSG00000163646,ENST00000327047,CLRN1,3,-1,150972999,APPRIS principal isoform [04-11-2014]
ENSG00000211848,ENST00000390496,TRAJ41,14,1,22497657,APPRIS principal isoform [04-11-2014]
ENSG00000185650,ENST00000439696,ZFP36L1,14,-1,68793240,APPRIS principal isoform [04-11-2014]
ENSG00000139780,ENST00000267273,METTL21C,13,-1,102694504,APPRIS principal isoform [04-11-2014]
ENSG00000004059,ENST00000000233,ARF5,7,1,127588345,APPRIS principal isoform [04-11-2014]
ENSG00000244509,ENST00000361441,APOBEC3C,22,1,39014083,APPRIS principal isoform [04-11-2014]
ENSG00000142867,ENST00000370580,BCL10,1,-1,85277090,APPRIS principal isoform [04-11-2014]
ENSG00000072110,ENST00000193403,ACTN1,14,-1,68979440,APPRIS principal isoform [04-11-2014]
ENSG00000090061,ENST00000389879,CCNK,14,1,99481409,APPRIS principal isoform [04-11-2014]
ENSG00000185650,ENST00000336440,ZFP36L1,14,-1,68794736,APPRIS principal isoform [04-11-2014]
ENSG00000149541,ENST00000265471,B3GAT3,11,-1,62622175,APPRIS principal isoform [04-11-2014]
ENSG00000166396,ENST00000398019,SERPINB7,18,1,63775410,APPRIS principal isoform [04-11-2014]
ENSG00000211900,ENST00000390560,IGHJ6,14,-1,105863258,APPRIS principal isoform [04-11-2014]
ENSG00000081870,ENST00000194214,HSPB11,1,-1,53945929,APPRIS principal isoform [04-11-2014]
ENSG00000249437,ENST00000194097,NAIP,5,-1,71020910,APPRIS principal isoform [04-11-2014]
ENSG00000042088,ENST00000393454,TDP1,14,1,89955938,APPRIS principal isoform [04-11-2014]
ENSG00000181061,ENST00000321331,HIGD1A,3,-1,42804531,APPRIS principal isoform [04-11-2014]
ENSG00000197943,ENST00000564138,PLCG2,16,1,81779258,APPRIS principal isoform [04-11-2014]
ENSG00000214941,ENST00000472495,ZSWIM7,17,-1,15999684,APPRIS principal isoform [04-11-2014]
ENSG00000166396,ENST00000336429,SERPINB7,18,1,63753047,APPRIS principal isoform [04-11-2014]
ENSG00000115694,ENST00000316586,STK25,2,-1,241508692,APPRIS principal isoform [04-11-2014]
ENSG00000166396,ENST00000546027,SERPINB7,18,1,63777777,APPRIS principal isoform [04-11-2014]
ENSG00000181061,ENST00000418900,HIGD1A,3,-1,42804488,APPRIS principal isoform [04-11-2014]
ENSG00000140379,ENST00000267953,BCL2A1,15,-1,79971446,APPRIS principal isoform [04-11-2014]
ENSG00000162482,ENST00000361640,AKR7A3,1,-1,19289250,APPRIS principal isoform [04-11-2014]
ENSG00000042088,ENST00000335725,TDP1,14,1,89955951,APPRIS principal isoform [04-11-2014]
ENSG00000115694,ENST00000403346,STK25,2,-1,241508688,APPRIS principal isoform [04-11-2014]
ENSG00000111783,ENST00000392842,RFX4,12,1,106582907,APPRIS principal isoform [04-11-2014]
ENSG00000079459,ENST00000220584,FDFT1,8,1,11802611,APPRIS principal isoform [04-11-2014]
ENSG00000115694,ENST00000401869,STK25,2,-1,241508362,APPRIS principal isoform [04-11-2014]
ENSG00000163283,ENST00000392027,ALPP,2,1,232378534,APPRIS principal isoform [04-11-2014]
ENSG00000188620,ENST00000357878,HMX3,10,1,123135962,APPRIS principal isoform [04-11-2014]
ENSG00000117155,ENST00000342203,SSX2IP,1,-1,84690545,APPRIS principal isoform [04-11-2014]
ENSG00000110367,ENST00000534980,DDX6,11,-1,118791136,APPRIS principal isoform [04-11-2014]
ENSG00000106305,ENST00000223029,AIMP2,7,1,6009245,APPRIS principal isoform [04-11-2014]
ENSG00000181322,ENST00000333911,NME9,3,-1,138329363,APPRIS principal isoform [04-11-2014]
ENSG00000277322,ENST00000619213,GOLGA6L6,15,-1,20541800,APPRIS principal isoform [04-11-2014]
ENSG00000105967,ENST00000320239,TFEC,7,-1,116030813,APPRIS principal isoform [04-11-2014]
ENSG00000108963,ENST00000263083,DPH1,17,1,2030110,APPRIS principal isoform [04-11-2014]
ENSG00000172466,ENST00000261332,ZNF24,18,-1,35344456,APPRIS principal isoform [04-11-2014]
ENSG00000110367,ENST00000526070,DDX6,11,-1,118790948,APPRIS principal isoform [04-11-2014]
ENSG00000140403,ENST00000343789,DNAJA4,15,1,78264562,APPRIS principal isoform [04-11-2014]
ENSG00000166948,ENST00000202625,TGM6,20,1,2380908,APPRIS principal isoform [04-11-2014]
ENSG00000037897,ENST00000324871,METTL1,12,-1,57772793,APPRIS principal isoform [04-11-2014]
ENSG00000276180,ENST00000615353,HIST1H4I,6,1,27138588,APPRIS principal isoform [04-11-2014]
ENSG00000170271,ENST00000326080,FAXDC2,5,-1,154850906,APPRIS principal isoform [04-11-2014]
