#Ensembl Gene ID,Ensembl Transcript ID,Associated Gene Name,Chromosome Name,Strand,Transcription Start Site (TSS),APPRIS principal isoform annotation
ENSMUSG00000091312,ENSMUST00000166779,Gm17490,2,-1,11626264,APPRIS principal isoform [04-11-2014]
ENSMUSG00000008193,ENSMUST00000098483,Spib,7,-1,44532071,
ENSMUSG00000008193,ENSMUST00000035323,Spib,7,-1,44532071,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021720,ENSMUST00000069686,Rnf180,13,-1,105271039,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042428,ENSMUST00000044970,Mgat3,15,1,80173721,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043953,ENSMUST00000111888,Ccrl2,9,-1,111057270,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030708,ENSMUST00000054923,Dnajb13,7,-1,100514960,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032518,ENSMUST00000035105,Rpsa,9,1,120127766,APPRIS principal isoform [04-11-2014]
ENSMUSG00000034391,ENSMUST00000037718,Fbxo15,18,1,84935158,APPRIS principal isoform [04-11-2014]
ENSMUSG00000010505,ENSMUST00000081125,Myt1,2,1,181763332,
ENSMUSG00000037119,ENSMUST00000037270,D15Ertd621e,15,1,58415468,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042262,ENSMUST00000048777,Ccr8,9,1,120092133,APPRIS principal isoform [04-11-2014]
ENSMUSG00000045730,ENSMUST00000053640,Adrb2,18,-1,62179959,APPRIS principal isoform [04-11-2014]
ENSMUSG00000010505,ENSMUST00000108756,Myt1,2,1,181767042,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078970,ENSMUST00000046955,Wdr92,11,1,17211918,APPRIS principal isoform [04-11-2014]
ENSMUSG00000010505,ENSMUST00000108757,Myt1,2,1,181767322,
ENSMUSG00000010505,ENSMUST00000129856,Myt1,2,1,181782541,
ENSMUSG00000095965,ENSMUST00000178004,Gm17693,X,1,125705444,APPRIS principal isoform [04-11-2014]
ENSMUSG00000063849,ENSMUST00000085709,Ppcdc,9,-1,57440114,APPRIS principal isoform [04-11-2014]
ENSMUSG00000010505,ENSMUST00000129843,Myt1,2,1,181797576,
ENSMUSG00000042793,ENSMUST00000044828,Lgr6,1,-1,135105276,APPRIS principal isoform [04-11-2014]
ENSMUSG00000010505,ENSMUST00000135744,Myt1,2,1,181811197,
ENSMUSG00000042793,ENSMUST00000137968,Lgr6,1,-1,135017779,
ENSMUSG00000037548,ENSMUST00000171231,H2-DMb2,17,1,34145271,
ENSMUSG00000094864,ENSMUST00000165345,Gm17521,X,-1,123029669,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031577,ENSMUST00000098842,Tti2,8,1,31150316,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037548,ENSMUST00000041982,H2-DMb2,17,1,34145313,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032012,ENSMUST00000034510,Pvrl1,9,1,43744576,APPRIS principal isoform [04-11-2014]
ENSMUSG00000015597,ENSMUST00000113481,Zfp318,17,1,46383731,
ENSMUSG00000000003,ENSMUST00000000003,Pbsn,X,-1,77853623,APPRIS principal isoform [04-11-2014]
ENSMUSG00000034994,ENSMUST00000047864,Eef2,10,1,81176631,APPRIS principal isoform [04-11-2014]
ENSMUSG00000015597,ENSMUST00000138127,Zfp318,17,1,46383751,APPRIS principal isoform [04-11-2014]
ENSMUSG00000000003,ENSMUST00000114041,Pbsn,X,-1,77853530,
ENSMUSG00000096930,ENSMUST00000181745,Gm26657,4,1,56740070,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036850,ENSMUST00000045604,Mrpl41,2,-1,24975098,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036850,ENSMUST00000194392,Mrpl41,2,-1,24974989,
ENSMUSG00000034041,ENSMUST00000037165,Lyl1,8,1,84701457,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030380,ENSMUST00000069289,Mzf1,7,-1,13054764,
ENSMUSG00000030380,ENSMUST00000182515,Mzf1,7,-1,13054665,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030380,ENSMUST00000182490,Mzf1,7,-1,13053684,
ENSMUSG00000030380,ENSMUST00000182087,Mzf1,7,-1,13054514,
ENSMUSG00000006941,ENSMUST00000007139,Eif1b,9,1,120492606,APPRIS principal isoform [04-11-2014]
ENSMUSG00000053560,ENSMUST00000060427,Ier2,8,-1,84662852,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037390,ENSMUST00000160533,Muc3,5,-1,137142413,APPRIS principal isoform [04-11-2014]
ENSMUSG00000035278,ENSMUST00000036805,Plekhj1,10,-1,80798626,APPRIS principal isoform [04-11-2014]
ENSMUSG00000067144,ENSMUST00000087012,Slc22a7,17,-1,46438477,APPRIS principal isoform [04-11-2014]
ENSMUSG00000074028,ENSMUST00000084797,Slc22a13,9,-1,119209105,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037390,ENSMUST00000041226,Muc3,5,-1,137149320,
ENSMUSG00000094507,ENSMUST00000179880,Gm21913,Y,1,74623896,APPRIS principal isoform [04-11-2014]
ENSMUSG00000096192,ENSMUST00000178096,Gm18856,13,-1,13965860,APPRIS principal isoform [04-11-2014]
ENSMUSG00000096322,ENSMUST00000180221,Gm3898,9,1,43829963,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043964,ENSMUST00000118865,Orai3,7,1,127769815,
ENSMUSG00000091109,ENSMUST00000165358,Gm17622,13,1,96490733,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043964,ENSMUST00000061587,Orai3,7,1,127769815,APPRIS principal isoform [04-11-2014]
ENSMUSG00000043964,ENSMUST00000121504,Orai3,7,1,127769815,
ENSMUSG00000026669,ENSMUST00000102985,Mcm10,2,-1,5012344,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025794,ENSMUST00000165532,Rpl14,9,1,120571517,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026669,ENSMUST00000027980,Mcm10,2,-1,5012791,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024754,ENSMUST00000096194,Tmem2,19,1,21778342,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024754,ENSMUST00000025663,Tmem2,19,1,21778342,APPRIS principal isoform [04-11-2014]
ENSMUSG00000048106,ENSMUST00000059704,4632415L05Rik,3,1,19894886,APPRIS principal isoform [04-11-2014]
ENSMUSG00000010376,ENSMUST00000163750,Nedd8,14,-1,55671873,APPRIS principal isoform [04-11-2014]
ENSMUSG00000010376,ENSMUST00000010520,Nedd8,14,-1,55671906,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031952,ENSMUST00000034430,Chst5,8,-1,111910199,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061028,ENSMUST00000086041,Clasrp,7,-1,19604468,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028910,ENSMUST00000030742,Mecr,4,1,131843470,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031862,ENSMUST00000034326,Atp13a1,8,1,69791163,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028910,ENSMUST00000137321,Mecr,4,1,131843493,
ENSMUSG00000062074,ENSMUST00000076713,Wisp3,10,-1,39163794,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021326,ENSMUST00000021761,Trim27,13,1,21180213,APPRIS principal isoform [04-11-2014]
ENSMUSG00000027806,ENSMUST00000099090,Tsc22d2,3,1,58415689,APPRIS principal isoform [04-11-2014]
ENSMUSG00000045251,ENSMUST00000106300,Zfp688,7,-1,127422034,APPRIS principal isoform [04-11-2014]
ENSMUSG00000045251,ENSMUST00000126756,Zfp688,7,-1,127421850,
ENSMUSG00000031068,ENSMUST00000064404,Glrx3,7,1,137437648,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021065,ENSMUST00000177595,Fut8,12,1,77238104,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021065,ENSMUST00000171770,Fut8,12,1,77238104,APPRIS principal isoform [04-11-2014]
ENSMUSG00000021065,ENSMUST00000062804,Fut8,12,1,77239065,APPRIS principal isoform [04-11-2014]
ENSMUSG00000068246,ENSMUST00000109775,Apol9b,15,1,77729121,APPRIS principal isoform [04-11-2014]
ENSMUSG00000018379,ENSMUST00000139129,Srsf1,11,1,88047373,APPRIS principal isoform [04-11-2014]
ENSMUSG00000018379,ENSMUST00000079866,Srsf1,11,1,88047718,
ENSMUSG00000067722,ENSMUST00000088307,BC003965,17,1,25184561,APPRIS principal isoform [04-11-2014]
ENSMUSG00000018379,ENSMUST00000107920,Srsf1,11,1,88047803,
ENSMUSG00000029123,ENSMUST00000094836,Stk32b,5,-1,37717153,APPRIS principal isoform [04-11-2014]
ENSMUSG00000053863,ENSMUST00000066207,Mepe,5,1,104325329,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095341,ENSMUST00000084475,Gm428,4,1,73683516,APPRIS principal isoform [04-11-2014]
ENSMUSG00000039967,ENSMUST00000098163,Zfp292,4,-1,34882930,
ENSMUSG00000094080,ENSMUST00000081571,Olfr8,10,1,78955207,APPRIS principal isoform [04-11-2014]
ENSMUSG00000039967,ENSMUST00000047950,Zfp292,4,-1,34882960,
ENSMUSG00000031532,ENSMUST00000033933,Saraf,8,1,34154563,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020646,ENSMUST00000110942,Mboat2,12,1,24831599,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020646,ENSMUST00000078902,Mboat2,12,1,24831599,
ENSMUSG00000000049,ENSMUST00000000049,Apoh,11,1,108395293,APPRIS principal isoform [04-11-2014]
ENSMUSG00000045092,ENSMUST00000055676,S1pr1,3,-1,115715055,APPRIS principal isoform [04-11-2014]
ENSMUSG00000000049,ENSMUST00000133383,Apoh,11,1,108343354,
ENSMUSG00000000049,ENSMUST00000146050,Apoh,11,1,108381164,
ENSMUSG00000000049,ENSMUST00000152958,Apoh,11,1,108381169,
ENSMUSG00000071510,ENSMUST00000095991,Olfr172,16,-1,58761240,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026870,ENSMUST00000113068,Cutal,2,1,34874436,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026870,ENSMUST00000047447,Cutal,2,1,34874476,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032435,ENSMUST00000047404,Dync1li1,9,1,114688790,APPRIS principal isoform [04-11-2014]
ENSMUSG00000057722,ENSMUST00000102777,Lepr,4,1,101717404,
ENSMUSG00000018974,ENSMUST00000019118,Sart3,5,-1,113771649,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029213,ENSMUST00000013693,Commd8,5,-1,72168183,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026424,ENSMUST00000027682,Gpr37l1,1,-1,135167681,APPRIS principal isoform [04-11-2014]
ENSMUSG00000053508,ENSMUST00000065978,BC048502,15,-1,103448459,APPRIS principal isoform [04-11-2014]
ENSMUSG00000057722,ENSMUST00000106921,Lepr,4,1,101717404,
ENSMUSG00000066319,ENSMUST00000084922,Rtp3,9,-1,110989611,APPRIS principal isoform [04-11-2014]
ENSMUSG00000057722,ENSMUST00000037552,Lepr,4,1,101717404,APPRIS principal isoform [04-11-2014]
ENSMUSG00000057722,ENSMUST00000145024,Lepr,4,1,101717407,
ENSMUSG00000037254,ENSMUST00000161909,Itih2,2,-1,10131396,
ENSMUSG00000091900,ENSMUST00000111755,Gm4353,7,-1,116084635,APPRIS principal isoform [04-11-2014]
ENSMUSG00000041324,ENSMUST00000042603,Inhba,13,1,16011851,APPRIS principal isoform [04-11-2014]
ENSMUSG00000041324,ENSMUST00000164993,Inhba,13,1,16014475,APPRIS principal isoform [04-11-2014]
ENSMUSG00000066878,ENSMUST00000086423,Gm10184,17,-1,89910449,APPRIS principal isoform [04-11-2014]
ENSMUSG00000038736,ENSMUST00000038719,Nudcd1,15,-1,44428307,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028185,ENSMUST00000029836,Dnase2b,3,-1,146596612,APPRIS principal isoform [04-11-2014]
ENSMUSG00000061755,ENSMUST00000050556,Bod1l,5,-1,41844168,APPRIS principal isoform [04-11-2014]
ENSMUSG00000054871,ENSMUST00000068140,Tmem158,9,-1,123260789,APPRIS principal isoform [04-11-2014]
ENSMUSG00000039046,ENSMUST00000114937,Usp6nl,2,1,6322667,
ENSMUSG00000022216,ENSMUST00000174484,Psme1,14,1,55578123,
ENSMUSG00000055137,ENSMUST00000068545,Sugct,13,-1,17694732,APPRIS principal isoform [04-11-2014]
ENSMUSG00000079355,ENSMUST00000076147,Ackr4,9,-1,104126933,APPRIS principal isoform [04-11-2014]
ENSMUSG00000039046,ENSMUST00000042503,Usp6nl,2,1,6352733,
ENSMUSG00000017692,ENSMUST00000017836,Rhbdl3,11,1,80300912,APPRIS principal isoform [04-11-2014]
ENSMUSG00000079355,ENSMUST00000188000,Ackr4,9,-1,104103019,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022216,ENSMUST00000174259,Psme1,14,1,55578360,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029657,ENSMUST00000076410,Hsph1,5,-1,149636171,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037254,ENSMUST00000042290,Itih2,2,-1,10130663,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037254,ENSMUST00000155809,Itih2,2,-1,10131075,
ENSMUSG00000029657,ENSMUST00000074846,Hsph1,5,-1,149636338,APPRIS principal isoform [04-11-2014]
ENSMUSG00000029657,ENSMUST00000110498,Hsph1,5,-1,149636338,
ENSMUSG00000022426,ENSMUST00000023061,Josd1,15,-1,79687872,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078435,ENSMUST00000105314,AU041133,10,1,82138253,APPRIS principal isoform [04-11-2014]
ENSMUSG00000002103,ENSMUST00000150403,Acp2,2,1,91202885,
ENSMUSG00000029657,ENSMUST00000132412,Hsph1,5,-1,149636376,
ENSMUSG00000029657,ENSMUST00000127977,Hsph1,5,-1,149636351,
ENSMUSG00000022216,ENSMUST00000174563,Psme1,14,1,55578538,
ENSMUSG00000022216,ENSMUST00000089619,Psme1,14,1,55578575,
ENSMUSG00000022216,ENSMUST00000172738,Psme1,14,1,55578575,
ENSMUSG00000072214,ENSMUST00000096987,Sept5,16,-1,18629938,APPRIS principal isoform [04-11-2014]
ENSMUSG00000002103,ENSMUST00000002172,Acp2,2,1,91202909,APPRIS principal isoform [04-11-2014]
ENSMUSG00000002103,ENSMUST00000155418,Acp2,2,1,91202924,
ENSMUSG00000070304,ENSMUST00000170998,Scn2b,9,1,45117876,APPRIS principal isoform [04-11-2014]
ENSMUSG00000040220,ENSMUST00000093043,Gas8,8,1,123518835,APPRIS principal isoform [04-11-2014]
ENSMUSG00000070304,ENSMUST00000093855,Scn2b,9,1,45117881,APPRIS principal isoform [04-11-2014]
ENSMUSG00000052537,ENSMUST00000064452,Olfr198,16,-1,59202519,APPRIS principal isoform [04-11-2014]
ENSMUSG00000073789,ENSMUST00000097954,Gm10577,4,-1,101020696,APPRIS principal isoform [04-11-2014]
ENSMUSG00000082976,ENSMUST00000122025,Gm15056,8,-1,20902444,APPRIS principal isoform [04-11-2014]
ENSMUSG00000082976,ENSMUST00000167686,Gm15056,8,-1,20901973,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030246,ENSMUST00000032373,Ldhb,6,-1,142507957,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030246,ENSMUST00000134191,Ldhb,6,-1,142507805,
ENSMUSG00000062328,ENSMUST00000079716,Rpl17,18,1,75000477,APPRIS principal isoform [04-11-2014]
ENSMUSG00000044534,ENSMUST00000050327,Ackr2,9,1,121898464,APPRIS principal isoform [04-11-2014]
ENSMUSG00000041777,ENSMUST00000058615,Cir1,2,-1,73312701,APPRIS principal isoform [04-11-2014]
ENSMUSG00000055254,ENSMUST00000109838,Ntrk2,13,1,58806596,
ENSMUSG00000075217,ENSMUST00000099923,4833423E24Rik,2,-1,85519024,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036180,ENSMUST00000065169,Gatad2a,8,-1,69996379,
ENSMUSG00000036180,ENSMUST00000177851,Gatad2a,8,-1,69996379,
ENSMUSG00000036180,ENSMUST00000116463,Gatad2a,8,-1,69974383,
ENSMUSG00000055254,ENSMUST00000079828,Ntrk2,13,1,58807900,APPRIS principal isoform [04-11-2014]
ENSMUSG00000054116,ENSMUST00000066954,E130116L18Rik,5,-1,25223153,APPRIS principal isoform [04-11-2014]
ENSMUSG00000037151,ENSMUST00000049242,Lrrc20,10,1,61475833,APPRIS principal isoform [04-11-2014]
ENSMUSG00000079741,ENSMUST00000067621,Nlrp4g,9,1,124348831,APPRIS principal isoform [04-11-2014]
ENSMUSG00000075478,ENSMUST00000100322,Slitrk1,14,-1,108914239,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030249,ENSMUST00000087527,Abcc9,6,-1,142702274,
ENSMUSG00000090544,ENSMUST00000169678,Gm6576,15,1,27025386,APPRIS principal isoform [04-11-2014]
ENSMUSG00000030249,ENSMUST00000111771,Abcc9,6,-1,142702274,
ENSMUSG00000030249,ENSMUST00000073173,Abcc9,6,-1,142702274,
ENSMUSG00000030249,ENSMUST00000100827,Abcc9,6,-1,142702274,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020712,ENSMUST00000044462,Tcam1,11,1,106276748,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036751,ENSMUST00000075738,Cox6b1,7,-1,30626151,APPRIS principal isoform [04-11-2014]
ENSMUSG00000096596,ENSMUST00000178168,Gm10591,4,1,42612195,APPRIS principal isoform [04-11-2014]
ENSMUSG00000048484,ENSMUST00000058918,Gm7461,8,-1,4678365,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028954,ENSMUST00000068825,Nub1,5,1,24685815,APPRIS principal isoform [04-11-2014]
ENSMUSG00000023367,ENSMUST00000101426,Tmem176a,6,1,48841483,APPRIS principal isoform [04-11-2014]
ENSMUSG00000023707,ENSMUST00000024470,Ogfod2,5,1,124112297,APPRIS principal isoform [04-11-2014]
ENSMUSG00000023367,ENSMUST00000168406,Tmem176a,6,1,48841656,APPRIS principal isoform [04-11-2014]
ENSMUSG00000023707,ENSMUST00000119269,Ogfod2,5,1,124112321,
ENSMUSG00000028850,ENSMUST00000030662,Gpatch3,4,1,133574745,APPRIS principal isoform [04-11-2014]
ENSMUSG00000050917,ENSMUST00000060336,Fgf4,7,1,144861386,APPRIS principal isoform [04-11-2014]
ENSMUSG00000063157,ENSMUST00000082370,Csn2,5,-1,87699421,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019794,ENSMUST00000019929,Katna1,10,1,7726000,
ENSMUSG00000026546,ENSMUST00000085894,Cfap45,1,1,172521044,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019794,ENSMUST00000174007,Katna1,10,1,7759772,
ENSMUSG00000095474,ENSMUST00000178457,Gm6604,X,1,123581700,APPRIS principal isoform [04-11-2014]
ENSMUSG00000019794,ENSMUST00000173511,Katna1,10,1,7761233,
ENSMUSG00000091775,ENSMUST00000165525,Gm16494,17,-1,47016956,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026546,ENSMUST00000161140,Cfap45,1,1,172521139,
ENSMUSG00000019794,ENSMUST00000165806,Katna1,10,1,7726000,
ENSMUSG00000026546,ENSMUST00000162988,Cfap45,1,1,172521181,
ENSMUSG00000075266,ENSMUST00000099985,Cenpw,10,-1,30200540,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026546,ENSMUST00000159792,Cfap45,1,1,172526049,
ENSMUSG00000022554,ENSMUST00000023213,Hgh1,15,1,76368898,APPRIS principal isoform [04-11-2014]
ENSMUSG00000026546,ENSMUST00000159395,Cfap45,1,1,172526410,
ENSMUSG00000026546,ENSMUST00000160303,Cfap45,1,1,172537617,
ENSMUSG00000020358,ENSMUST00000074669,Hnrnpab,11,-1,51606847,
ENSMUSG00000020358,ENSMUST00000101249,Hnrnpab,11,-1,51606847,
ENSMUSG00000020358,ENSMUST00000109103,Hnrnpab,11,-1,51606847,
ENSMUSG00000051341,ENSMUST00000079242,Zfp52,17,1,21555046,APPRIS principal isoform [04-11-2014]
ENSMUSG00000039238,ENSMUST00000092298,Zfp750,11,-1,121519333,APPRIS principal isoform [04-11-2014]
ENSMUSG00000096852,ENSMUST00000068861,Cyp2d12,15,1,82555108,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022442,ENSMUST00000016897,Ttll1,15,-1,83510893,APPRIS principal isoform [04-11-2014]
ENSMUSG00000050234,ENSMUST00000053753,Gja4,4,-1,127314039,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022442,ENSMUST00000109480,Ttll1,15,-1,83510881,APPRIS principal isoform [04-11-2014]
ENSMUSG00000022442,ENSMUST00000109479,Ttll1,15,-1,83510874,
ENSMUSG00000022442,ENSMUST00000154401,Ttll1,15,-1,83510793,
ENSMUSG00000050578,ENSMUST00000015394,Mmp13,9,1,7272514,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025236,ENSMUST00000026266,Adpgk,9,1,59291572,APPRIS principal isoform [04-11-2014]
ENSMUSG00000051498,ENSMUST00000062315,Tlr6,5,-1,64960048,APPRIS principal isoform [04-11-2014]
ENSMUSG00000042857,ENSMUST00000059598,Gm9776,13,-1,94358818,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036853,ENSMUST00000140214,Mcoln3,3,1,146117459,
ENSMUSG00000038760,ENSMUST00000110289,Trhr,15,1,44196233,APPRIS principal isoform [04-11-2014]
ENSMUSG00000038760,ENSMUST00000038856,Trhr,15,1,44196135,APPRIS principal isoform [04-11-2014]
ENSMUSG00000024301,ENSMUST00000078961,Kifc5b,17,1,26917091,APPRIS principal isoform [04-11-2014]
ENSMUSG00000074473,ENSMUST00000098935,A230072I06Rik,8,1,12278819,APPRIS principal isoform [04-11-2014]
ENSMUSG00000036853,ENSMUST00000039450,Mcoln3,3,1,146121672,APPRIS principal isoform [04-11-2014]
ENSMUSG00000046794,ENSMUST00000070481,Ppp1r3b,8,1,35375741,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031344,ENSMUST00000114553,Gabrq,X,1,72825178,
ENSMUSG00000031344,ENSMUST00000033711,Gabrq,X,1,72825436,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032105,ENSMUST00000034618,Pdzd3,9,-1,44251464,APPRIS principal isoform [04-11-2014]
ENSMUSG00000079416,ENSMUST00000112956,Gm11111,5,1,98552695,APPRIS principal isoform [04-11-2014]
ENSMUSG00000025239,ENSMUST00000026269,Limd1,9,1,123478701,APPRIS principal isoform [04-11-2014]
ENSMUSG00000020124,ENSMUST00000020334,Usp15,10,-1,123196935,APPRIS principal isoform [04-11-2014]
ENSMUSG00000005103,ENSMUST00000005234,Wdr1,5,-1,38561666,APPRIS principal isoform [04-11-2014]
ENSMUSG00000078795,ENSMUST00000108498,Ceacam15,7,-1,16675705,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031493,ENSMUST00000098609,Ggn,7,1,29170220,
ENSMUSG00000031493,ENSMUST00000033886,Ggn,7,1,29170390,
ENSMUSG00000054714,ENSMUST00000067917,Gm9954,5,-1,63650264,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031392,ENSMUST00000114354,Irak1,X,-1,74023918,
ENSMUSG00000096788,ENSMUST00000072167,Rhox2e,X,1,37530452,APPRIS principal isoform [04-11-2014]
ENSMUSG00000096788,ENSMUST00000184746,Rhox2e,X,1,37530474,
ENSMUSG00000029204,ENSMUST00000031106,Rhoh,5,1,65863569,APPRIS principal isoform [04-11-2014]
ENSMUSG00000044624,ENSMUST00000055107,Gm4922,10,-1,18785011,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095567,ENSMUST00000179543,Noc2l,4,1,156236010,
ENSMUSG00000024176,ENSMUST00000025003,Sox8,17,-1,25570686,APPRIS principal isoform [04-11-2014]
ENSMUSG00000095567,ENSMUST00000179886,Noc2l,4,1,156236051,
ENSMUSG00000024176,ENSMUST00000174560,Sox8,17,-1,25570214,
ENSMUSG00000024176,ENSMUST00000173447,Sox8,17,-1,25570686,
ENSMUSG00000014329,ENSMUST00000143791,Bicc1,10,-1,71159700,APPRIS principal isoform [04-11-2014]
ENSMUSG00000052336,ENSMUST00000177637,Cx3cr1,9,-1,120068283,APPRIS principal isoform [04-11-2014]
ENSMUSG00000052336,ENSMUST00000064165,Cx3cr1,9,-1,120068282,APPRIS principal isoform [04-11-2014]
ENSMUSG00000000392,ENSMUST00000102732,Fap,2,-1,62574075,
ENSMUSG00000031392,ENSMUST00000114352,Irak1,X,-1,74023915,
ENSMUSG00000031392,ENSMUST00000068286,Irak1,X,-1,74023915,
ENSMUSG00000031392,ENSMUST00000114360,Irak1,X,-1,74023915,
ENSMUSG00000000392,ENSMUST00000174234,Fap,2,-1,62573851,
ENSMUSG00000000392,ENSMUST00000000402,Fap,2,-1,62573851,
ENSMUSG00000014329,ENSMUST00000131445,Bicc1,10,-1,71146860,
ENSMUSG00000000392,ENSMUST00000174448,Fap,2,-1,62573851,
ENSMUSG00000091512,ENSMUST00000168345,Lamtor3,3,1,137918526,APPRIS principal isoform [04-11-2014]
ENSMUSG00000000392,ENSMUST00000173745,Fap,2,-1,62573560,
ENSMUSG00000014329,ENSMUST00000014473,Bicc1,10,-1,71159690,
ENSMUSG00000031392,ENSMUST00000033769,Irak1,X,-1,74023913,
ENSMUSG00000031392,ENSMUST00000148317,Irak1,X,-1,74018334,
ENSMUSG00000038365,ENSMUST00000043520,Fbxo25,8,1,13907806,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031392,ENSMUST00000128436,Irak1,X,-1,74019941,
ENSMUSG00000031392,ENSMUST00000114353,Irak1,X,-1,74023745,
ENSMUSG00000063757,ENSMUST00000076791,4632433K11Rik,7,1,5034118,APPRIS principal isoform [04-11-2014]
ENSMUSG00000031392,ENSMUST00000101458,Irak1,X,-1,74023745,
ENSMUSG00000031392,ENSMUST00000138397,Irak1,X,-1,74020988,
ENSMUSG00000031392,ENSMUST00000126583,Irak1,X,-1,74022496,
ENSMUSG00000031392,ENSMUST00000132144,Irak1,X,-1,74023091,
ENSMUSG00000031392,ENSMUST00000124580,Irak1,X,-1,74023173,
ENSMUSG00000031392,ENSMUST00000124417,Irak1,X,-1,74022944,
ENSMUSG00000049598,ENSMUST00000061835,Vsig8,1,1,172555938,APPRIS principal isoform [04-11-2014]
ENSMUSG00000005312,ENSMUST00000058735,Ubqln1,13,-1,58215653,APPRIS principal isoform [04-11-2014]
ENSMUSG00000005312,ENSMUST00000076454,Ubqln1,13,-1,58215653,
ENSMUSG00000064063,ENSMUST00000078471,BC048507,13,1,67863326,APPRIS principal isoform [04-11-2014]
ENSMUSG00000049598,ENSMUST00000177086,Vsig8,1,1,172559906,
ENSMUSG00000054477,ENSMUST00000183850,Kcnn2,18,1,45269005,APPRIS principal isoform [04-11-2014]
ENSMUSG00000028060,ENSMUST00000029696,2810403A07Rik,3,1,88685794,APPRIS principal isoform [04-11-2014]
ENSMUSG00000011837,ENSMUST00000011981,Snapc2,8,1,4253102,APPRIS principal isoform [04-11-2014]
ENSMUSG00000094601,ENSMUST00000177740,Gm5926,X,1,32650716,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032246,ENSMUST00000034777,Calml4,9,1,62858104,APPRIS principal isoform [04-11-2014]
ENSMUSG00000032246,ENSMUST00000163820,Calml4,9,1,62858104,
ENSMUSG00000054477,ENSMUST00000066890,Kcnn2,18,1,45269005,APPRIS principal isoform [04-11-2014]
ENSMUSG00000005131,ENSMUST00000005262,4930550C14Rik,9,1,53405286,APPRIS principal isoform [04-11-2014]
ENSMUSG00000054477,ENSMUST00000169783,Kcnn2,18,1,45560154,
